latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-42.308449,-71.789749,300.7,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.22,0.89,N,0
-42.307606,-71.794678,298.24,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.93,0.89,N,0
-42.306713,-71.779305,311.72,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.67,2.49,N,0
-42.30505,-71.788994,300.25,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.77,0.88,N,0
-42.304199,-71.79393,299.28,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.21,0.88,N,0
-42.301662,-71.788109,305.17,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.28,0.88,N,0
-42.300838,-71.792908,309.9,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.19,0.88,N,0
-42.28838,-71.885681,305.62,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.57,3.46,N,0
-42.287533,-71.890579,301.41,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,282.56,3.46,N,0
-42.466259,-71.771454,319.09,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,286.15,3.13,N,0
-42.467949,-71.782173,299.52,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.84,1.11,N,0
-42.468063,-71.822495,302.96,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,282.18,0.88,N,0
-42.487411,-71.792305,324.57,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,283.95,2,N,0
-42.488285,-71.787209,304.2,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,280.62,2,N,0
-42.489895,-71.798393,338.29,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,290.77,6.13,N,0
-42.490784,-71.793213,323.89,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,286.51,2.09,N,0
-42.489006,-71.803574,308.75,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,282.48,6.13,N,0
-42.492382,-71.804466,351.27,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,311.19,6.13,N,0
-42.491493,-71.809647,297.89,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,283.95,1.46,N,0
-42.293736,-71.977501,320.05,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,283.34,2.12,N,0
-42.285316,-72.005615,301.35,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,283.18,0.87,N,0
-42.285324,-71.985077,295.03,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,282.21,1.09,N,0
-42.280972,-72.010284,308.97,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.09,1.15,N,0
-42.278477,-72.004173,304.47,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,286.43,1.15,N,0
-42.277576,-72.009392,308.16,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.73,1.15,N,0
-42.278461,-71.983795,296.34,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,286.08,1.55,N,0
-42.27763,-71.988564,297.34,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,287.1,1.55,N,0
-42.276791,-71.993401,324.59,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,288.88,7.7,N,0
-42.275936,-71.998337,353.95,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,295.16,7.7,N,0
-42.275051,-72.003479,333.39,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,289.56,6.02,N,0
-42.275032,-71.983131,312.22,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.47,1.55,N,0
-42.2742,-71.987923,337.43,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,287.75,1.55,N,0
-42.300007,-71.797737,314.98,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.08,2.1,N,0
-42.299965,-71.777428,298.62,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.78,1.06,N,0
-42.299129,-71.78228,302.63,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,286.25,1.06,N,0
-42.298306,-71.787048,318.36,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.04,2.03,N,0
-42.296589,-71.776474,319.68,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,286.53,1.06,N,0
-42.29578,-71.781158,301.99,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.29,1.06,N,0
-42.447216,-71.942856,314.18,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,283.9,1.41,N,0
-42.286697,-71.874863,312.3,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,290.62,1.52,N,0
-42.28751,-71.870186,297.7,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.66,0.54,N,0
-42.28252,-71.919525,329.94,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,290.4,1.69,N,0
-42.28336,-71.91468,327.32,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.48,1.69,N,0
-42.281689,-71.924324,303.22,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,287.66,1.58,N,0
-42.28669,-71.895454,305.39,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.49,2.08,N,0
-42.494873,-71.810532,329.32,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,297.51,1.83,N,0
-42.493996,-71.815651,297.5,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.28,1.83,N,0
-42.495762,-71.805351,311.47,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,294.56,2.06,N,0
-42.496643,-71.800201,301.85,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,287.95,2.06,N,0
-42.497532,-71.795029,295.27,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,281.74,0.78,N,0
-42.496513,-71.821571,308.28,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.04,1.59,N,0
-42.497372,-71.816551,317.99,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,288.82,1.83,N,0
-42.498253,-71.811409,313.05,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,290.86,1.83,N,0
-42.51001,-71.825264,343.23,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,294.33,9.47,N,0
-42.505856,-71.849442,304.67,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,286.33,1.9,N,0
-42.510891,-71.820107,302.91,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,289.63,2.55,N,0
-42.509224,-71.850433,331.76,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,311.7,38.42,N,0
-42.510082,-71.84539,305.96,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.8,38.42,N,0
-42.51091,-71.840591,297.8,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.07,2.43,N,0
-42.511719,-71.835899,309.33,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.87,2.43,N,0
-42.512531,-71.831192,302.62,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,283.34,0.98,N,0
-42.513386,-71.826195,297.59,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,280.29,0.98,N,0
-42.515079,-71.836906,330.52,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.54,2.43,N,0
-42.512589,-71.85141,312.36,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,281.38,38.42,N,0
-42.275856,-71.916985,345.99,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,298,6.3,N,0
-42.2742,-71.926544,347.93,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,292.04,4.01,N,0
-42.273357,-71.931389,327.18,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,289.57,3.02,N,0
-42.278374,-71.881966,319.99,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,290.27,1.46,N,0
-42.277554,-71.886703,311.43,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,289.16,1.46,N,0
-42.276714,-71.891541,310.98,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,288.32,2.75,N,0
-42.275051,-71.901138,303.02,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,284.94,2.39,N,0
-42.272541,-71.915604,300.83,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,283.66,6.3,N,0
-42.417912,-71.662628,298.16,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,285.29,1.35,N,0
-42.418697,-71.658043,303.68,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,288.37,1.35,N,0
-42.41951,-71.65329,318.72,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,291.81,1.57,N,0
-42.420376,-71.648193,300.52,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,289.03,1.57,N,0
-42.421234,-71.643158,300.36,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,282.66,1,N,0
-42.419735,-71.672569,300.99,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,280.86,1.64,N,0
-42.422867,-71.654297,300.26,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,287.71,1.57,N,0
-42.281666,-71.862946,334.52,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,287.46,4.18,N,0
-42.280842,-71.867722,347.21,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,293.98,4.18,N,0
-42.280018,-71.872475,333.34,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,289.92,2.48,N,0
-42.445423,-71.666801,306.98,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,281.9,2.6,N,0
-42.442982,-71.681091,301.82,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,281.65,2,N,0
-42.441364,-71.690575,307.13,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,292.22,2.38,N,0
-42.440552,-71.695335,301.91,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,289.56,0.98,N,0
-42.444611,-71.671577,330.97,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,286.05,2.6,N,0
-42.443794,-71.676338,324.51,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,285.5,2,N,0
-42.442173,-71.685829,327.54,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,291.83,2.38,N,0
-42.438847,-71.684647,310.08,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,294.56,3.53,N,0
-42.442894,-71.660942,320.35,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,284,4.58,N,0
-42.442085,-71.665695,341.99,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,299.63,5.91,N,0
-42.441269,-71.670456,352.51,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,316.38,5.91,N,0
-42.44046,-71.675217,339.45,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,308.05,3.83,N,0
-42.439648,-71.679962,320.12,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,295.61,3.83,N,0
-42.437931,-71.669342,319.25,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,298.45,5.91,N,0
-42.437122,-71.674072,319.59,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,299.39,3.83,N,0
-42.440365,-71.65509,350.4,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,286.67,4.58,N,0
-42.439556,-71.659836,340.24,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,299.96,4.58,N,0
-42.438744,-71.664589,349.51,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,311.79,5.91,N,0
-42.436218,-71.65873,316.55,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,285.15,2.77,N,0
-42.434589,-71.668243,304.13,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,290.77,2.36,N,0
-42.437031,-71.653954,345.78,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,288.32,2.77,N,0
-42.435402,-71.663506,335.54,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,292.4,2.36,N,0
-42.435329,-71.643234,309.53,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,282.46,2.32,N,0
-42.433704,-71.652756,310.32,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,289.63,2.77,N,0
-42.43288,-71.657585,317.15,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,293.1,2.77,N,0
-42.43206,-71.662415,311.37,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,291.3,2.36,N,0
-42.434521,-71.647972,326.65,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,288.75,2.32,N,0
-42.433628,-71.632507,295.8,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,280.72,3.07,N,0
-42.43121,-71.64669,314.69,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,292.04,3.5,N,0
-42.430389,-71.651527,306.2,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,290.02,1.2,N,0
-42.428719,-71.661316,303.95,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,287.9,1.44,N,0
-42.411221,-71.660538,328.44,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,286.08,3.77,N,0
-42.412819,-71.651207,345.36,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,299.79,5.08,N,0
-42.412003,-71.65596,319.38,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,283.94,3.77,N,0
-42.413639,-71.646378,314.41,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,291.76,5.08,N,0
-42.414471,-71.641495,299.64,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,287.56,1.21,N,0
-42.41457,-71.661552,340.6,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,291.86,3.77,N,0
-42.415352,-71.656998,320.34,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,295.77,3.77,N,0
-42.416161,-71.652267,347.46,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,300.87,5.08,N,0
-42.413811,-71.665985,301.71,0.39,0.37,2015-02-22,0536,N,VIIRS,n,1,282.16,1.44,N,0
-42.417011,-71.647263,301.4,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,289.01,5.08,N,0
-42.417862,-71.642288,313.77,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,287.47,1.21,N,0
-42.418697,-71.637375,305.2,0.39,0.36,2015-02-22,0536,N,VIIRS,n,1,284.25,1.21,N,0
-42.493267,-71.799301,347.22,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,301.85,6.13,N,0
-42.49416,-71.794113,299.8,0.4,0.37,2015-02-22,0536,N,VIIRS,n,1,285.29,2.09,N,0
-42.408398,-71.658409,269.84,0.41,0.6,2015-02-22,1754,N,VIIRS,l,1,300.8,43.3,D,0
-42.408222,-71.653244,367,0.41,0.6,2015-02-22,1754,N,VIIRS,l,1,287.49,82.6,D,0
-42.407738,-71.639336,367,0.41,0.6,2015-02-22,1754,N,VIIRS,l,1,274.57,56.48,D,3
-42.408749,-71.668343,333.07,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,275.03,4.64,D,0
-42.408642,-71.665359,341.32,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,280.15,4.64,D,0
-42.407963,-71.64579,348.96,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,287.71,82.6,D,0
-42.413597,-71.643547,367,0.41,0.6,2015-02-22,1754,N,VIIRS,l,1,279.93,56.48,D,3
-42.414436,-71.667442,334.65,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,275.05,4.64,D,0
-42.414337,-71.664635,341,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,278.29,4.64,D,0
-42.414234,-71.661713,348.28,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,281.52,43.3,D,0
-42.414112,-71.658279,335.78,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,286.28,43.3,D,0
-42.413971,-71.654251,356.68,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,300.4,82.6,D,0
-42.413792,-71.649155,341.07,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,296.4,82.6,D,0
-42.512451,-71.834244,367,0.41,0.61,2015-02-22,1754,N,VIIRS,l,1,275.69,11.39,D,0
-42.507339,-71.851974,367,0.42,0.61,2015-02-22,1754,N,VIIRS,l,1,279.08,12.62,D,0
-42.463242,-71.749855,332.54,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,284.75,5.55,D,3
-42.408527,-71.662239,367,0.41,0.6,2015-02-22,1754,N,VIIRS,l,1,286.71,43.3,D,0
-42.471684,-71.824257,336.78,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,275.4,1.95,D,0
-42.45322,-71.959145,338.61,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,276.76,4.52,D,0
-42.453354,-71.962997,343.7,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,277.67,4.52,D,0
-42.410835,-71.754982,349.75,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,286.84,7.01,D,0
-42.410686,-71.75119,326.55,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,278.48,5.93,D,0
-42.40588,-71.752884,341.44,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,283.33,4.19,D,0
-42.411648,-71.753555,352.58,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,286.11,6.53,D,0
-42.422756,-71.742302,325.78,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,277.62,1.22,D,0
-42.501934,-71.861893,327.78,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,268.66,4.45,D,0
-42.508083,-71.871735,355.05,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,274.75,6.79,D,0
-42.507896,-71.866707,338.59,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,274.05,6.79,D,0
-42.507679,-71.860901,341.78,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,274.19,12.62,D,0
-42.507374,-71.868752,367,0.42,0.61,2015-02-22,1754,N,VIIRS,l,1,277.52,6.46,D,0
-42.506977,-71.85627,367,0.42,0.61,2015-02-22,1754,N,VIIRS,l,1,277.42,8.49,D,0
-42.50753,-71.873764,326.19,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,270.4,6.46,D,0
-42.507214,-71.863823,329.65,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,274.25,8.49,D,0
-42.452362,-71.767151,335.18,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,290.04,5.57,D,0
-42.419842,-71.658524,327.54,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,276.57,5.91,D,0
-42.419662,-71.653465,348.72,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,277.32,7.98,D,0
-42.436874,-71.6549,341.34,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,272.73,4.91,D,0
-42.436687,-71.649734,343.28,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,275.02,4.91,D,0
-42.406925,-71.655899,367,0.41,0.6,2015-02-22,1754,N,VIIRS,l,1,285.6,63.3,D,0
-42.407372,-71.66729,330.4,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,274.9,8.49,D,0
-42.407253,-71.664261,343.11,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,278.51,8.49,D,0
-42.407112,-71.660675,356.53,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,283.38,63.3,D,0
-42.406586,-71.647591,350.48,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,274.9,90.2,D,0
-42.406296,-71.640404,346.63,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,272.45,90.2,D,0
-42.412663,-71.656342,208,0.41,0.6,2015-02-22,1754,N,VIIRS,l,1,322.85,63.3,D,0
-42.413139,-71.668495,334.15,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,274.02,10.81,D,0
-42.413036,-71.665871,343.51,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,280.04,8.49,D,0
-42.412922,-71.663002,351.27,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,284.3,8.49,D,0
-42.412804,-71.65992,354.69,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,288.04,63.3,D,0
-42.41201,-71.640244,331.16,0.4,0.6,2015-02-22,1754,N,VIIRS,n,1,274.43,40.89,D,3
-42.412224,-71.645546,367,0.41,0.6,2015-02-22,1754,N,VIIRS,h,1,299.75,90.2,D,0
-42.418674,-71.663719,325.95,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,275.04,4.8,D,0
-42.418537,-71.660263,329.71,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,276.47,6.05,D,0
-42.418377,-71.656181,347.35,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,276.83,6.05,D,0
-42.418121,-71.64994,334.07,0.41,0.6,2015-02-22,1754,N,VIIRS,n,1,276.63,9.9,D,0
-42.511768,-71.825554,352.47,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,276.55,12.27,D,0
-42.511971,-71.831757,345.34,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,271.31,10.55,D,0
-42.512241,-71.839996,331.57,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,275.15,12.2,D,0
-42.512623,-71.851952,327.99,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,278.59,8.49,D,0
-42.512108,-71.835922,367,0.42,0.61,2015-02-22,1754,N,VIIRS,l,1,276.39,10.55,D,0
-42.506687,-71.846977,347.4,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,277.92,12.2,D,0
-42.511902,-71.819984,326.58,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,271.22,7.62,D,0
-42.51226,-71.829346,348.59,0.41,0.61,2015-02-22,1754,N,VIIRS,n,1,274.46,11.39,D,0
-42.5126,-71.838249,346.68,0.42,0.61,2015-02-22,1754,N,VIIRS,n,1,276.08,20.17,D,0
-42.449726,-71.948586,330.55,0.32,0.55,2015-02-22,1936,N,VIIRS,n,1,268.11,3.19,D,0
-42.443432,-71.945679,328.59,0.32,0.55,2015-02-22,1936,N,VIIRS,n,1,268.19,3.68,D,0
-42.444153,-71.948402,352.1,0.32,0.55,2015-02-22,1936,N,VIIRS,n,1,267.83,3.68,D,0
-42.44886,-71.945328,355.75,0.32,0.55,2015-02-22,1936,N,VIIRS,n,1,275.44,8.26,D,0
-42.485401,-71.757538,311.83,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,293.8,3.17,N,0
-42.293777,-71.977371,344.4,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,285.39,14.08,N,0
-42.272636,-71.996216,310.13,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,287.24,1.49,N,0
-42.445736,-71.688751,304.5,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,280.82,2.35,N,0
-42.272148,-71.881927,316.28,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,283,2.67,N,0
-42.27354,-71.875565,303.11,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,281.72,2.51,N,0
-42.274914,-71.869286,305.1,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,280.8,2.51,N,0
-42.262665,-71.944542,328.43,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,283.4,8.02,N,0
-42.264072,-71.93811,354.68,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,291.25,8.02,N,0
-42.265602,-71.931145,332.63,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,287.26,5.02,N,0
-42.268616,-71.917404,353.14,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,293.37,12.97,N,0
-42.270031,-71.910942,341.23,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,290.53,12.97,N,0
-42.267151,-71.924095,312.43,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,284.06,5.02,N,0
-42.271477,-71.90435,313.52,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,286.3,2.86,N,0
-42.272884,-71.897926,302.91,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,281.82,2.86,N,0
-42.274334,-71.891319,310.28,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,283.29,2.92,N,0
-42.278542,-71.872063,305.27,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,283.46,2.42,N,0
-42.272182,-71.920509,321.7,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,286.32,12.97,N,0
-42.267735,-71.940826,300.81,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,283.95,8.02,N,0
-42.269241,-71.933945,298.73,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,284.34,5.02,N,0
-42.273621,-71.91394,305.55,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,284.41,12.97,N,0
-42.275845,-71.923195,311.88,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,283.65,2.6,N,0
-42.277248,-71.916786,313.52,0.57,0.43,2015-02-23,0518,N,VIIRS,n,1,283.78,2.6,N,0
-42.426842,-71.81501,315.47,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,275.88,2.6,N,0
-42.405418,-71.836067,297.43,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,278.56,1.3,N,0
-42.468704,-71.776909,309.22,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,284.11,7.96,N,0
-42.464062,-71.818138,325.98,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,288.7,4.32,N,0
-42.472736,-71.777657,352.89,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,305.29,7.96,N,0
-42.471142,-71.785118,301.38,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,282.6,7.96,N,0
-42.467869,-71.820007,330.77,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,288.29,6.26,N,0
-42.475204,-71.785736,322.24,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,291.06,3.33,N,0
-42.476742,-71.778534,321.89,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,301.23,3.33,N,0
-42.465492,-71.831017,299.46,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,279.62,1.45,N,0
-42.478268,-71.77137,311.62,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,295.49,3.1,N,0
-42.477688,-71.793732,331.48,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,291.33,6.95,N,0
-42.479294,-71.786201,306.68,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,290.68,3.33,N,0
-42.480801,-71.779129,306.2,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,291.69,3.33,N,0
-42.48233,-71.771957,309.25,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,294.02,3.1,N,0
-42.481701,-71.794586,323.41,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,293.76,3.29,N,0
-42.486443,-71.772293,305.3,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,287.67,12.28,N,0
-42.483757,-71.804718,306.93,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,286.41,3.29,N,0
-42.485668,-71.795647,311.66,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,292.87,3.29,N,0
-42.490532,-71.772728,307.61,0.55,0.43,2015-02-23,0518,N,VIIRS,n,1,280.1,12.28,N,0
-42.487709,-71.805878,312.56,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,290.17,2.89,N,0
-42.489933,-71.815178,307.31,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,283.56,2.21,N,0
-42.491737,-71.806641,301.57,0.56,0.43,2015-02-23,0518,N,VIIRS,n,1,285.58,2.89,N,0
