latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-42.489746,-71.451195,343.73,0.56,0.69,2014-01-17,1948,N,VIIRS,n,1,309.34,51.31,D,0
-42.489765,-71.451187,337.48,0.56,0.69,2014-01-17,1948,N,VIIRS,n,1,310.16,70.39,D,0
-42.493885,-71.441956,345.41,0.56,0.69,2014-01-17,1948,N,VIIRS,n,1,304.72,44.2,D,0
-42.487843,-71.445381,367,0.56,0.69,2014-01-17,1948,N,VIIRS,h,1,313.03,44.2,D,0
-42.487885,-71.445358,367,0.56,0.69,2014-01-17,1948,N,VIIRS,h,1,311.23,70.39,D,0
-42.927895,-71.274216,339.69,0.44,0.38,2014-02-01,1830,N,VIIRS,n,1,287.47,11.08,D,0
-42.97163,-72.148933,330.15,0.6,0.53,2014-03-01,1806,N,VIIRS,n,1,294.68,4.22,D,0
-43.080608,-71.480194,367,0.62,0.71,2014-03-11,1954,N,VIIRS,h,1,290.21,17.28,D,0
-43.226089,-72.431961,326.65,0.42,0.45,2014-03-13,1918,N,VIIRS,n,1,276.17,3.09,D,0
-43.292839,-71.170242,335.39,0.54,0.68,2014-03-22,1948,N,VIIRS,n,1,295.13,13.51,D,0
-43.293156,-71.166756,367,0.54,0.68,2014-03-22,1948,N,VIIRS,h,1,300.61,12.22,D,0
-43.291103,-71.160469,329.46,0.54,0.68,2014-03-22,1948,N,VIIRS,n,1,296.83,12.22,D,0
-43.290783,-71.163826,367,0.54,0.68,2014-03-22,1948,N,VIIRS,h,1,297.38,22.38,D,0
-43.301926,-71.156487,367,0.33,0.55,2014-03-23,1930,N,VIIRS,h,1,301.34,33.69,D,0
-43.298653,-71.165092,352.91,0.33,0.55,2014-03-23,1930,N,VIIRS,n,1,300.79,16.03,D,0
-43.297691,-71.161545,354.98,0.33,0.55,2014-03-23,1930,N,VIIRS,n,1,297.52,16.03,D,0
-43.296738,-71.158035,354.65,0.33,0.55,2014-03-23,1930,N,VIIRS,n,1,308.67,33.69,D,0
-43.295776,-71.15451,331.1,0.33,0.55,2014-03-23,1930,N,VIIRS,n,1,292.23,33.69,D,0
-43.194019,-71.814247,296.38,0.53,0.42,2014-03-24,0518,N,VIIRS,n,1,275.09,0.64,N,0
-42.10062,-72.499306,334.84,0.4,0.37,2014-03-25,1854,N,VIIRS,n,1,290.17,2.97,D,0
-43.116165,-71.561722,330.04,0.33,0.55,2014-04-24,1936,N,VIIRS,n,1,282.16,1.37,D,0
-43.202263,-71.866402,330.89,0.39,0.36,2014-06-27,0536,N,VIIRS,n,1,275.68,5.17,N,0
-43.071991,-72.024124,335.21,0.44,0.46,2014-10-07,1924,N,VIIRS,n,1,290.4,4.09,D,0
-43.246265,-71.958069,333.25,0.46,0.39,2014-12-02,1836,N,VIIRS,n,1,287.29,4.84,D,0
-43.198322,-72.382362,367,0.49,0.65,2014-12-03,1954,N,VIIRS,h,1,301.27,22.92,D,3
-43.15007,-72.422615,331.67,0.49,0.65,2014-12-03,1954,N,VIIRS,n,1,291.88,5.15,D,0
-43.144272,-72.425667,367,0.49,0.65,2014-12-03,1954,N,VIIRS,h,1,292.63,10.58,D,0
-43.145378,-72.42923,355.49,0.49,0.65,2014-12-03,1954,N,VIIRS,n,1,295.51,10.58,D,0
-43.199753,-72.387024,344.22,0.49,0.65,2014-12-03,1954,N,VIIRS,n,1,296.61,32,D,3
-43.198082,-72.381577,367,0.49,0.65,2014-12-03,1954,N,VIIRS,h,1,295.21,41.29,D,3
-43.199997,-72.387703,350.57,0.49,0.65,2014-12-03,1954,N,VIIRS,n,1,291.49,22.92,D,3
-43.483635,-72.347778,338.9,0.48,0.65,2014-12-03,1954,N,VIIRS,n,1,295.29,4.66,D,0
-43.247932,-71.954895,342.64,0.41,0.45,2014-12-08,1824,N,VIIRS,n,1,295.08,5.58,D,0
-43.104622,-72.443352,333.22,0.39,0.36,2014-12-12,1848,N,VIIRS,n,1,294.97,2.69,D,0
-43.101231,-72.444084,334.73,0.39,0.36,2014-12-12,1848,N,VIIRS,n,1,289.59,6.35,D,0
-43.363865,-72.361526,328.53,0.61,0.54,2014-12-14,1806,N,VIIRS,n,1,291.69,8.02,D,0
-43.362347,-72.362175,338.67,0.61,0.54,2014-12-14,1806,N,VIIRS,n,1,292.06,12.24,D,0
-43.364235,-72.367996,332.54,0.61,0.54,2014-12-14,1806,N,VIIRS,n,1,290.39,6,D,0
-42.915459,-71.294846,302.5,0.39,0.36,2015-01-10,0542,N,VIIRS,n,1,281.01,0.63,N,0
-42.516758,-71.421288,336.52,0.42,0.37,2015-01-23,1900,N,VIIRS,l,1,310.13,3.56,D,0
-42.26825,-71.711365,297.23,0.55,0.43,2015-01-30,0606,N,VIIRS,n,1,287.04,0.98,N,0
-42.264927,-71.704315,336.3,0.55,0.43,2015-01-30,0606,N,VIIRS,n,1,290.94,5.83,N,0
-42.266411,-71.704475,332.64,0.55,0.43,2015-01-30,0606,N,VIIRS,n,1,290.52,4.71,N,0
-42.265827,-71.710396,302.36,0.55,0.43,2015-01-30,0606,N,VIIRS,n,1,287.84,4.71,N,0
-42.261784,-71.702637,351.24,0.51,0.41,2015-01-30,1824,N,VIIRS,n,1,304.48,173.21,D,0
-43.031666,-72.050644,331.91,0.53,0.42,2015-01-30,1824,N,VIIRS,n,1,298.43,4.38,D,0
-42.264164,-71.693016,346.27,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,310.71,72.25,D,0
-42.269192,-71.707039,335.88,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,301.67,19.48,D,0
-42.252609,-71.683708,367,0.76,0.77,2015-01-30,2006,N,VIIRS,h,1,299.48,36.55,D,0
-42.255226,-71.690994,367,0.76,0.77,2015-01-30,2006,N,VIIRS,h,1,298.98,18.45,D,0
-42.25787,-71.698364,335.41,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,298.71,18.45,D,0
-42.261196,-71.686363,367,0.76,0.77,2015-01-30,2006,N,VIIRS,h,1,307.88,127.53,D,0
-42.264111,-71.694611,344.23,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,311.22,127.53,D,0
-42.266689,-71.701904,351.92,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,308.79,33.61,D,0
-42.269054,-71.708603,336.18,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,301.55,33.61,D,0
-42.252701,-71.685493,367,0.76,0.77,2015-01-30,2006,N,VIIRS,h,1,298.83,12.33,D,0
-42.25523,-71.692642,332.6,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,297.92,12.33,D,0
-42.260971,-71.684135,367,0.76,0.77,2015-01-30,2006,N,VIIRS,h,1,302.76,89.29,D,0
-42.266804,-71.700378,352.77,0.76,0.77,2015-01-30,2006,N,VIIRS,n,1,308.99,72.25,D,0
-42.108295,-71.573563,331.3,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,289.48,7.23,N,0
-42.110107,-71.560158,327.46,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,288.51,2.34,N,0
-42.109409,-71.565132,354.11,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,303.1,7.37,N,0
-42.109802,-71.563248,350.15,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,297.15,7.21,N,0
-42.260033,-71.705269,304.01,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,287.07,1.62,N,0
-42.260704,-71.700584,334,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,291.25,1.62,N,0
-42.260715,-71.676117,305.66,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,283.87,1.88,N,0
-42.259338,-71.685707,313.05,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,292.17,3.24,N,0
-42.258675,-71.690353,318.93,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,293.04,1.82,N,0
-42.258015,-71.694969,312.65,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,288.38,1.82,N,0
-42.260021,-71.680969,337.55,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,290.58,3.24,N,0
-42.255329,-71.689331,319.85,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,290.61,1.82,N,0
-42.257362,-71.675171,323.86,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,290.21,1.88,N,0
-42.25666,-71.680054,332.08,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,297.96,3.24,N,0
-42.255989,-71.684731,325.84,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,294.8,3.24,N,0
-42.252636,-71.683762,315.04,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,289.5,2.46,N,0
-42.268044,-71.698067,298.59,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,284.25,0.73,N,0
-42.267391,-71.702621,322.25,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,287.82,2.92,N,0
-42.265358,-71.692429,298.38,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,284.25,1.11,N,0
-42.264046,-71.701614,314.28,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,289.64,1.62,N,0
-42.263382,-71.706268,298.72,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,287.1,1.62,N,0
-42.264702,-71.697044,323.96,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,289.09,1.11,N,0
-42.262688,-71.686722,299.07,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,285.87,1,N,0
-42.26202,-71.691368,301.27,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,287.54,1.11,N,0
-42.26136,-71.695999,308.91,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,290.08,1.11,N,0
-42.254005,-71.674217,330.95,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,290.86,2.23,N,0
-42.253307,-71.679062,338.86,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,295.35,2.46,N,0
-42.251331,-71.668488,298.63,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,286.51,2.23,N,0
-42.249973,-71.677979,316.5,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,288.6,2.46,N,0
-42.250656,-71.673195,334.55,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,289.34,2.23,N,0
-42.109051,-71.568382,354.59,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,301.39,7.23,N,0
-42.108688,-71.570351,351.27,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,296.64,7.37,N,0
-42.111351,-71.576256,346.51,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,302.74,38.38,N,0
-42.112072,-71.571053,339.44,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,298.29,7.37,N,0
-42.112797,-71.565865,344.1,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,291.08,7.37,N,0
-42.114738,-71.576935,343.56,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,302.01,18.32,N,0
-42.115459,-71.571793,327.76,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,293.5,2.58,N,0
-42.118141,-71.577538,345.83,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,290.42,18.32,N,0
-42.118858,-71.572449,319.06,0.39,0.36,2015-01-31,0548,N,VIIRS,n,1,289.8,2.58,N,0
-42.116245,-71.583008,347.31,0.55,0.51,2015-01-31,1806,N,VIIRS,n,1,301.14,37.19,D,0
-42.110966,-71.576469,332.61,0.55,0.51,2015-01-31,1806,N,VIIRS,n,1,303.56,20.85,D,0
-42.111294,-71.581543,352,0.55,0.51,2015-01-31,1806,N,VIIRS,n,1,309,37.19,D,0
-42.105736,-71.570633,341.79,0.55,0.51,2015-01-31,1806,N,VIIRS,n,1,305.35,11.3,D,0
-42.11591,-71.577835,367,0.55,0.51,2015-01-31,1806,N,VIIRS,h,1,298.76,20.85,D,0
-42.252426,-71.681862,335.83,0.56,0.52,2015-01-31,1806,N,VIIRS,n,1,299.73,6.4,D,0
-42.268238,-71.699379,350.07,0.56,0.52,2015-01-31,1806,N,VIIRS,n,1,300.71,12.67,D,0
-42.262444,-71.685532,338.7,0.56,0.52,2015-01-31,1806,N,VIIRS,n,1,300.68,7.26,D,0
-42.262993,-71.693924,336.55,0.56,0.52,2015-01-31,1806,N,VIIRS,n,1,302.59,7.26,D,0
-42.256786,-71.673706,331.31,0.56,0.52,2015-01-31,1806,N,VIIRS,n,1,297.54,6.4,D,0
-42.251987,-71.675087,340.51,0.56,0.52,2015-01-31,1806,N,VIIRS,n,1,297.27,6.4,D,0
-42.10117,-71.575073,334.44,0.55,0.51,2015-01-31,1806,N,VIIRS,n,1,295.77,11.3,D,0
-42.106407,-71.580986,340.31,0.55,0.51,2015-01-31,1806,N,VIIRS,n,1,296.61,7.89,D,0
-42.106049,-71.575523,352.52,0.55,0.51,2015-01-31,1806,N,VIIRS,n,1,310.06,11.3,D,0
-42.26445,-71.684982,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,300.54,18.85,D,0
-42.266701,-71.687576,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,300.73,13.12,D,0
-42.269688,-71.697403,345.64,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,300.82,9.89,D,0
-42.25172,-71.660103,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,311.9,65.43,D,0
-42.254135,-71.668037,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,301.06,20.59,D,0
-42.252899,-71.663971,341.79,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,308.49,65.43,D,0
-42.259701,-71.686279,354.04,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,301.84,13.12,D,0
-42.26123,-71.691284,342.19,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,302.93,9.89,D,0
-42.262642,-71.695923,355.88,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,302.01,9.89,D,0
-42.264091,-71.700668,340.12,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,303.35,9.64,D,0
-42.247875,-71.669167,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,296.42,24.01,D,0
-42.245342,-71.660866,340.77,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,293.04,13.03,D,0
-42.246567,-71.664886,354.05,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,293.86,13.03,D,0
-42.249569,-71.674713,344.8,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,296.79,24.01,D,0
-42.251549,-71.68119,356.76,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,312.43,69.65,D,0
-42.254013,-71.694031,337.47,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,298.29,16.33,D,0
-42.251167,-71.68454,344.76,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,307.84,71.13,D,0
-42.252625,-71.689407,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,305.54,16.33,D,0
-42.249516,-71.679008,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,305.18,71.13,D,0
-42.260674,-71.694321,335.46,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,301.92,16.33,D,0
-42.254002,-71.67202,331.58,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,297.13,36.29,D,0
-42.2593,-71.689735,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,308.99,16.33,D,0
-42.25246,-71.66687,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,307.28,36.29,D,0
-42.250107,-71.658997,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,298.65,164.72,D,0
-42.268951,-71.70005,355.01,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,302.25,10.95,D,0
-42.26619,-71.690796,336.55,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,297.55,12.91,D,0
-42.267609,-71.695541,367,0.47,0.64,2015-01-31,1948,N,VIIRS,h,1,300.95,12.91,D,0
-42.254517,-71.690918,350.99,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,309.09,43.3,D,0
-42.253101,-71.686287,353.38,0.47,0.64,2015-01-31,1948,N,VIIRS,n,1,305.34,69.65,D,0
-42.106201,-71.580627,367,0.48,0.65,2015-01-31,1948,N,VIIRS,h,1,295.73,14.44,D,0
-42.114887,-71.58744,337.04,0.48,0.65,2015-01-31,1948,N,VIIRS,n,1,294.34,5.83,D,0
-42.112526,-71.579559,347.63,0.48,0.65,2015-01-31,1948,N,VIIRS,n,1,296.3,14.44,D,0
-42.117813,-71.57502,332.87,0.48,0.65,2015-01-31,1948,N,VIIRS,n,1,296.65,3.75,D,0
-42.107857,-71.583038,367,0.48,0.65,2015-01-31,1948,N,VIIRS,h,1,295.83,12.13,D,0
-42.105526,-71.575455,367,0.48,0.65,2015-01-31,1948,N,VIIRS,h,1,296.65,16.87,D,0
-42.114292,-71.582314,353.55,0.48,0.65,2015-01-31,1948,N,VIIRS,n,1,296.89,5.29,D,0
-42.11132,-71.572639,331.51,0.48,0.65,2015-01-31,1948,N,VIIRS,n,1,295.32,5.29,D,0
-42.105637,-71.577667,295.27,0.43,0.38,2015-02-01,0530,N,VIIRS,n,1,268.94,0.69,N,0
-42.111607,-71.585106,298.08,0.43,0.38,2015-02-01,0530,N,VIIRS,n,1,269.18,0.64,N,0
-42.10508,-71.580933,367,0.48,0.65,2015-02-01,1748,N,VIIRS,h,1,300.65,29.85,D,0
-42.105225,-71.587486,338.17,0.48,0.65,2015-02-01,1748,N,VIIRS,n,1,292.89,6.74,D,0
-42.106487,-71.580475,367,0.48,0.65,2015-02-01,1748,N,VIIRS,h,1,302.41,16.09,D,0
-42.106636,-71.586174,356.27,0.48,0.65,2015-02-01,1748,N,VIIRS,n,1,295.77,16.09,D,0
-42.259396,-71.68045,301.66,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,287.83,0.91,N,0
-42.246647,-71.65699,300.14,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,287.54,1.49,N,0
-42.248524,-71.648964,305.83,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,288.38,1.4,N,0
-42.256298,-71.674179,301.27,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,288.55,1.3,N,0
-42.26376,-71.681274,303.33,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,287.86,0.91,N,0
-42.266998,-71.686935,322.1,0.44,0.46,2015-02-02,0512,N,VIIRS,n,1,287.23,1.63,N,0
-42.265373,-71.693939,307.2,0.44,0.46,2015-02-02,0512,N,VIIRS,n,1,286.65,1.63,N,0
-42.11367,-71.585297,342.95,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,290.77,7.13,N,0
-42.112598,-71.589973,343.38,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,289.37,7.13,N,0
-42.111183,-71.596146,338.45,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,289.32,7.81,N,0
-42.109604,-71.583214,340.2,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,294.66,17.41,N,0
-42.108482,-71.588089,367,0.43,0.46,2015-02-02,0512,N,VIIRS,h,1,313.9,17.41,N,0
-42.106937,-71.594849,339.16,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,294.89,21.18,N,0
-42.10556,-71.581017,367,0.43,0.46,2015-02-02,0512,N,VIIRS,h,1,296.33,17.41,N,0
-42.104343,-71.586334,367,0.43,0.46,2015-02-02,0512,N,VIIRS,h,1,298.49,17.41,N,0
-42.102676,-71.593613,341.44,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,299.64,21.18,N,0
-42.101433,-71.579216,350.2,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,305.26,64.73,N,0
-42.100147,-71.584793,353.94,0.43,0.46,2015-02-02,0512,N,VIIRS,n,1,303.04,64.73,N,0
-42.109447,-71.590912,325.21,0.65,0.73,2015-02-02,0654,N,VIIRS,n,1,288.04,4.45,N,0
-42.102524,-71.589378,312.57,0.65,0.73,2015-02-02,0654,N,VIIRS,n,1,286.58,12.47,N,0
-42.108295,-71.587929,336.27,0.66,0.73,2015-02-02,0654,N,VIIRS,n,1,290.21,8.05,N,0
-42.101353,-71.586891,314.66,0.66,0.73,2015-02-02,0654,N,VIIRS,n,1,286.25,8.05,N,0
-42.101345,-71.591599,306.19,0.65,0.73,2015-02-02,0654,N,VIIRS,n,1,286.09,8.05,N,0
-42.101372,-71.580025,367,0.66,0.73,2015-02-02,0654,N,VIIRS,h,1,291.52,9.98,N,0
-42.109516,-71.58168,323.49,0.66,0.73,2015-02-02,0654,N,VIIRS,n,1,286.43,4.45,N,0
-42.102558,-71.58345,350.74,0.66,0.73,2015-02-02,0654,N,VIIRS,n,1,288.8,12.47,N,0
-42.108341,-71.565033,310.66,0.66,0.73,2015-02-02,0654,N,VIIRS,n,1,285.05,9.98,N,0
-42.102745,-71.558754,307.82,0.66,0.73,2015-02-02,0654,N,VIIRS,n,1,284.54,7.65,N,0
-42.102493,-71.59375,299.66,0.65,0.73,2015-02-02,0654,N,VIIRS,n,1,285.31,3.13,N,0
-42.115257,-71.580879,308.02,0.36,0.58,2015-02-03,0454,N,VIIRS,n,1,283.32,1.44,N,0
-42.119942,-71.58503,299.59,0.36,0.58,2015-02-03,0454,N,VIIRS,n,1,283.66,1.4,N,0
-42.116077,-71.586792,353.05,0.46,0.47,2015-02-05,1812,N,VIIRS,n,1,301.19,20.49,D,0
-42.100296,-71.588272,367,0.56,0.69,2015-02-05,1954,N,VIIRS,h,1,295.03,14.11,D,0
-43.094616,-71.472305,318.22,0.46,0.39,2015-02-12,0524,N,VIIRS,n,1,282.81,2,N,0
-43.098186,-71.473625,324.02,0.46,0.39,2015-02-12,0524,N,VIIRS,n,1,283.01,2,N,0
-42.480782,-71.919312,340.38,0.58,0.52,2015-02-16,1806,N,VIIRS,n,1,295.03,6,D,0
-42.987553,-72.130821,327.37,0.43,0.62,2015-02-16,1948,N,VIIRS,n,1,292.39,5.39,D,0
-42.480457,-71.916199,329.85,0.43,0.38,2015-02-17,0530,N,VIIRS,n,1,282.39,1.73,N,0
-42.479557,-71.920982,339.39,0.43,0.38,2015-02-17,0530,N,VIIRS,n,1,284.29,5.79,N,0
-42.476883,-71.915565,299.67,0.43,0.38,2015-02-17,0530,N,VIIRS,n,1,276.73,1.73,N,0
-42.482952,-71.899178,352.16,0.5,0.66,2015-02-17,1748,N,VIIRS,n,1,307.23,51.96,D,0
-42.477219,-71.922791,328.82,0.5,0.66,2015-02-17,1748,N,VIIRS,n,1,288.66,15.52,D,0
-42.477146,-71.919113,356.04,0.5,0.66,2015-02-17,1748,N,VIIRS,n,1,293.8,15.52,D,0
-42.477055,-71.915016,349.45,0.5,0.66,2015-02-17,1748,N,VIIRS,n,1,307.36,40.31,D,0
-42.476952,-71.910439,367,0.5,0.66,2015-02-17,1748,N,VIIRS,h,1,292.21,40.31,D,0
-42.482845,-71.894188,340.2,0.5,0.66,2015-02-17,1748,N,VIIRS,n,1,284.81,51.96,D,0
-42.483536,-71.925552,367,0.5,0.66,2015-02-17,1748,N,VIIRS,h,1,292.43,18.11,D,0
-42.483212,-71.910812,367,0.5,0.66,2015-02-17,1748,N,VIIRS,h,1,301.46,20.94,D,0
-42.483078,-71.904633,367,0.5,0.66,2015-02-17,1748,N,VIIRS,h,1,300.03,20.94,D,0
-42.489204,-71.899338,353.88,0.5,0.66,2015-02-17,1748,N,VIIRS,n,1,296.25,20.94,D,0
-42.489075,-71.893669,350.01,0.5,0.66,2015-02-17,1748,N,VIIRS,n,1,300.82,51.96,D,0
-42.488964,-71.888756,367,0.5,0.66,2015-02-17,1748,N,VIIRS,h,1,298.66,51.96,D,0
-42.284733,-71.998329,350.1,0.51,0.66,2015-02-17,1748,N,VIIRS,n,1,289.79,9.93,D,0
-42.278767,-72.011986,367,0.51,0.66,2015-02-17,1748,N,VIIRS,h,1,290.14,9.93,D,0
-42.487411,-71.896278,343.13,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,296.44,18.95,D,0
-42.486351,-71.893196,355.83,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,295.94,20.58,D,0
-42.290607,-71.965141,336.15,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,290.88,2.14,D,0
-42.284954,-71.963036,338.69,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,290.19,7.41,D,0
-42.48904,-71.883728,343.04,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,289.9,20.58,D,0
-42.48497,-71.886406,342.43,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,288.07,12.52,D,0
-42.490124,-71.886673,339.95,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,289.65,12.52,D,0
-42.283489,-71.995834,367,0.55,0.51,2015-02-17,1930,N,VIIRS,h,1,295.55,25.51,D,0
-42.286385,-71.966339,348.35,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,291.26,11.77,D,0
-42.478016,-71.919899,354.77,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,294.62,15.37,D,0
-42.480549,-71.909607,349.48,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,290.66,12.25,D,0
-42.478443,-71.901115,348.79,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,291.64,12.79,D,0
-42.481712,-71.893791,339.39,0.55,0.51,2015-02-17,1930,N,VIIRS,n,1,287.39,12.79,D,0
-42.280376,-71.863052,305.1,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,275.32,2.17,N,0
-42.277103,-71.877289,299.11,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,271.5,1.71,N,0
-42.275974,-71.882164,298.48,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,268.26,1.34,N,0
-42.473476,-71.890274,314.45,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,264.89,3.87,N,0
-42.480286,-71.860733,334.06,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,275.18,4.51,N,0
-42.479084,-71.865959,348.68,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,272.43,10.11,N,0
-42.477882,-71.871193,342.19,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,267.55,10.11,N,0
-42.476734,-71.876167,336.47,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,267,7.17,N,0
-42.47562,-71.880989,338.49,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,270.56,7.17,N,0
-42.474571,-71.885536,335.88,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,273.01,3.87,N,0
-42.475288,-71.862595,316.1,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,264.54,4.33,N,0
-42.474094,-71.86776,313.59,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,264.72,4.33,N,0
-42.468487,-71.892052,315.62,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,265.67,2.81,N,0
-42.472889,-71.873009,325.99,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,268.57,3.15,N,0
-42.471718,-71.878082,325.44,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,270.55,3.15,N,0
-42.470642,-71.882729,325.32,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,273.53,3.24,N,0
-42.469589,-71.887268,334.2,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,272.6,3.24,N,0
-42.465698,-71.884323,306.19,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,265.87,3.24,N,0
-42.464672,-71.888748,312.96,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,265.62,2.81,N,0
-42.466244,-71.862167,308.83,0.44,0.46,2015-02-18,0512,N,VIIRS,n,1,263.92,16.24,N,0
